City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Abong Mbang,CM,3.9833,13.1833,72.68,90,100,2.77,overcast clouds
348,Houma,US,29.5958,-90.7195,86.0,91,94,13.35,overcast clouds
349,Garfield Heights,US,41.417,-81.606,88.21,67,75,5.99,broken clouds
350,Villeta,CO,5.0089,-74.4723,86.61,80,31,3.42,scattered clouds
351,Westport,US,41.1415,-73.3579,89.85,78,1,1.99,clear sky
352,Peleduy,RU,59.6289,112.7406,56.23,97,100,5.19,moderate rain
353,Kloulklubed,PW,7.0419,134.2556,83.37,70,80,3.8,broken clouds
354,Balbalan,PH,17.4414,121.2019,64.63,92,97,3.87,overcast clouds
355,Sura,RU,53.8879,45.7419,75.7,78,73,3.24,broken clouds
356,Dunedin,NZ,-45.8742,170.5036,40.8,81,100,25.01,light rain
357,Kuzovatovo,RU,53.5468,47.6866,75.54,70,57,1.61,broken clouds
358,Coquimbo,CL,-29.9533,-71.3436,60.53,63,0,8.05,clear sky
359,Konstantinovka,RU,49.6167,127.9833,65.79,88,32,5.28,scattered clouds
360,Souillac,MU,-20.5167,57.5167,74.35,82,2,14.43,clear sky
361,Ostrovnoy,RU,68.0531,39.5131,59.34,63,94,14.0,overcast clouds
362,Talnakh,RU,69.4865,88.3972,50.13,83,93,5.57,overcast clouds
363,Paita,PE,-5.0892,-81.1144,73.96,70,16,10.65,few clouds
364,Maningrida,AU,-12.0667,134.2667,66.72,82,67,9.66,broken clouds
365,Gravdal,NO,68.1214,13.5031,53.49,66,75,18.41,broken clouds
366,Huai Yot,TH,7.7893,99.6348,75.56,94,86,1.48,overcast clouds
367,Yerkoy,TR,39.6381,34.4672,75.88,51,41,8.34,scattered clouds
368,Pangody,RU,65.85,74.4859,54.16,52,72,7.27,broken clouds
369,Burnie,AU,-41.0667,145.9167,43.92,87,1,6.76,clear sky
370,Kutum,SD,14.2,24.6667,88.3,25,73,22.32,broken clouds
371,Grindavik,IS,63.8424,-22.4338,51.57,93,90,13.8,light intensity drizzle
372,Ugoofaaru,MV,5.6667,73.0,81.48,75,100,9.84,heavy intensity rain
373,Carlsbad,US,33.1581,-117.3506,94.84,74,1,3.0,clear sky
374,Cabra,ES,37.4725,-4.4421,90.84,29,0,4.0,clear sky
375,Nanga Eboko,CM,4.6833,12.3667,71.73,97,100,2.35,overcast clouds
376,Le Port,RE,-20.9373,55.2919,73.36,94,11,5.37,few clouds
377,Carahue,CL,-38.7,-73.1667,48.4,51,1,3.13,clear sky
378,Inuvik,CA,68.3499,-133.7218,57.4,69,58,14.72,broken clouds
379,Beitbridge,ZW,-22.2167,30.0,70.47,29,0,5.99,clear sky
380,Karratha,AU,-20.7377,116.8463,66.0,67,5,5.35,clear sky
381,Dongsheng,CN,39.8161,109.9776,76.55,26,80,8.43,broken clouds
382,Manzanillo,CU,20.3433,-77.1167,86.2,60,88,1.43,overcast clouds
383,Uvalde,US,29.3669,-99.767,88.41,43,75,6.91,broken clouds
384,Lagoa,PT,39.05,-27.9833,67.59,88,47,12.57,scattered clouds
385,Hovd,MN,48.0056,91.6419,48.99,82,100,11.36,overcast clouds
386,High Level,CA,58.5169,-117.136,79.47,40,38,7.72,scattered clouds
387,Lompoc,US,34.6391,-120.4579,95.13,85,90,10.36,overcast clouds
388,Sinnamary,GF,5.3833,-52.95,81.99,74,23,7.31,few clouds
389,Kyaikkami,MM,16.08,97.5675,81.16,85,99,9.98,light rain
390,Sabha,LY,27.0377,14.4283,102.76,8,0,18.28,clear sky
391,Saint-Joseph,RE,-21.3667,55.6167,71.96,81,21,7.7,few clouds
392,Lianzhou,CN,24.7811,112.3825,77.4,97,99,2.73,overcast clouds
393,Isangel,VU,-19.55,169.2667,72.82,85,69,9.26,broken clouds
394,Ust-Kan,RU,50.9276,84.761,46.0,88,91,2.3,overcast clouds
395,Barra Do Garcas,BR,-15.89,-52.2567,91.29,17,0,3.6,clear sky
396,Licheng,CN,23.2955,113.8284,84.13,91,100,2.86,light rain
397,Parit Buntar,MY,5.1267,100.4932,80.58,88,100,2.89,overcast clouds
398,Yeppoon,AU,-23.1333,150.7333,58.78,78,94,10.27,overcast clouds
399,Itacoatiara,BR,-3.1431,-58.4442,91.45,45,71,4.38,broken clouds
400,Imeni Poliny Osipenko,RU,52.4201,136.4853,55.33,90,100,3.2,overcast clouds
401,Sakmara,RU,51.9844,55.3338,80.62,59,46,3.94,scattered clouds
402,Lavrentiya,RU,65.5833,-171.0,45.66,88,42,4.0,scattered clouds
403,Marystown,CA,47.1666,-55.1483,60.71,84,100,17.85,overcast clouds
404,Olafsvik,IS,64.8945,-23.7142,49.71,93,100,6.24,overcast clouds
405,Viedma,AR,-40.8135,-62.9967,49.51,51,90,20.29,overcast clouds
406,Sharan,RU,54.8167,54.0,71.37,81,46,3.13,scattered clouds
407,Lakes Entrance,AU,-37.8811,147.981,44.19,86,88,4.99,overcast clouds
408,Felipe Carrillo Puerto,MX,19.5833,-88.05,85.57,70,95,4.32,overcast clouds
409,Kulhudhuffushi,MV,6.6221,73.07,82.85,73,100,10.56,overcast clouds
410,Bullhead City,US,35.1478,-114.5683,107.02,13,20,19.57,few clouds
411,Santa Rosa De Osos,CO,6.6474,-75.4603,66.52,79,57,2.86,broken clouds
412,Cap-Aux-Meules,CA,47.3821,-61.8597,61.63,97,100,24.79,light rain
413,Havelock,US,34.8791,-76.9013,88.03,73,39,3.0,scattered clouds
414,Conde,BR,-7.2597,-34.9075,80.06,74,40,16.11,scattered clouds
415,San Quintin,MX,30.4833,-115.95,70.52,66,16,7.76,few clouds
416,Bud,US,39.447,-86.1758,87.22,71,9,15.19,clear sky
417,Ola,RU,59.5833,151.2833,51.69,86,20,1.3,light rain
418,Porbandar,IN,21.6422,69.6093,85.82,66,35,15.82,scattered clouds
419,Hami,CN,42.8,93.45,73.69,27,65,19.8,broken clouds
420,Xining,CN,36.6167,101.7667,62.06,79,71,3.27,moderate rain
421,Rochester,US,43.1548,-77.6156,90.72,54,75,1.01,broken clouds
422,Puerto Madryn,AR,-42.7692,-65.0385,47.82,58,65,16.11,broken clouds
423,Necochea,AR,-38.5473,-58.7368,50.04,61,49,13.18,scattered clouds
424,Roald,NO,62.5833,6.1333,65.12,82,40,19.57,scattered clouds
425,Kaniama,CD,-7.5667,24.1833,74.71,27,37,1.1,scattered clouds
426,Arlit,NE,18.7369,7.3853,106.05,6,0,16.67,clear sky
427,Hambantota,LK,6.1241,81.1185,80.08,79,100,14.85,overcast clouds
428,Nalut,LY,30.3333,10.85,104.95,7,47,13.13,scattered clouds
429,Auki,SB,-8.7676,160.7034,75.36,81,69,4.97,light rain
430,Narrabri,AU,-30.3167,149.7833,40.51,89,0,3.0,clear sky
431,Pangnirtung,CA,66.1451,-65.7125,37.18,89,100,2.77,overcast clouds
432,Evensk,RU,61.95,159.2333,54.9,78,82,1.68,broken clouds
433,Port Blair,IN,11.6667,92.75,82.31,75,27,11.95,scattered clouds
434,Kenora,CA,49.8167,-94.4337,73.78,49,8,5.01,clear sky
435,Manica,FR,49.0,-1.1667,65.61,91,87,6.64,overcast clouds
436,Acapulco,MX,16.8634,-99.8901,80.42,74,90,2.3,overcast clouds
437,Malakal,SS,9.5334,31.6605,83.98,61,61,5.35,broken clouds
438,Moyale,KE,3.5167,39.0584,74.01,45,100,13.06,overcast clouds
439,Saint-Leu,RE,-21.15,55.2833,72.43,94,6,4.23,clear sky
440,Osa,RU,57.2829,55.4567,69.17,66,6,2.21,clear sky
441,Espinosa,BR,-14.9261,-42.8192,83.28,24,1,6.87,clear sky
442,Severnyy,RU,50.677,36.5532,82.44,61,68,11.18,broken clouds
443,Itarema,BR,-2.9248,-39.9167,86.18,56,76,11.74,broken clouds
444,Lasa,IT,46.6166,10.7002,78.71,82,98,1.1,overcast clouds
445,San Vicente,AR,-26.6167,-54.1333,45.73,99,100,3.49,light rain
446,Sarh,TD,9.1429,18.3923,71.29,91,81,8.43,heavy intensity rain
447,Valparaiso,CL,-33.0393,-71.6273,64.63,38,0,5.75,clear sky
448,Fayaoue,NC,-20.65,166.5333,75.15,73,64,13.38,broken clouds
449,Puerto Del Rosario,ES,28.5004,-13.8627,76.68,69,20,19.57,few clouds
450,Akdagmadeni,TR,39.6603,35.8836,64.35,75,17,6.62,few clouds
451,Zhanakorgan,KZ,43.9098,67.2495,83.26,17,0,10.71,clear sky
452,Poum,NC,-20.2333,164.0167,74.14,75,99,11.74,overcast clouds
453,Alvinopolis,BR,-20.1067,-43.0489,75.6,40,15,6.93,few clouds
454,Klaksvik,FO,62.2266,-6.589,52.72,74,47,5.26,scattered clouds
455,Macamic,CA,48.7502,-78.9996,64.63,98,100,10.96,light rain
456,Bayshore Gardens,US,27.4253,-82.5904,92.98,50,40,12.66,scattered clouds
457,Araouane,ML,18.9048,-3.5265,111.51,6,1,7.34,clear sky
458,Butembo,CD,0.15,29.2833,62.31,64,74,3.58,broken clouds
459,Nerchinskiy Zavod,RU,51.3088,119.61,59.2,93,95,3.09,overcast clouds
460,Atambua,ID,-9.1061,124.8925,70.92,88,46,5.75,scattered clouds
461,Maneadero,MX,31.7167,-116.5667,64.09,87,26,5.01,scattered clouds
462,Anadyr,RU,64.75,177.4833,41.0,86,74,11.01,broken clouds
463,Kathmandu,NP,27.7167,85.3167,68.79,92,54,1.05,broken clouds
464,Pontian Kecil,MY,1.4801,103.3899,78.93,84,100,1.97,overcast clouds
465,Dicabisagan,PH,17.0818,122.4157,76.98,86,75,4.25,broken clouds
466,Victoria,HK,22.2855,114.1577,86.38,88,100,1.99,overcast clouds
467,Sokoni,TZ,-6.4333,39.55,76.87,73,16,14.07,few clouds
468,Tuatapere,NZ,-46.1333,167.6833,41.83,84,100,19.53,overcast clouds
469,Nabire,ID,-3.3667,135.4833,74.53,91,12,3.74,few clouds
470,Rorvik,NO,64.8621,11.2373,57.18,76,75,13.8,broken clouds
471,Edea,CM,3.8,10.1333,77.36,91,100,3.29,light rain
472,Rodrigues Alves,BR,-7.738,-72.6509,92.52,43,22,1.74,few clouds
473,Muros,ES,42.7762,-9.0603,68.5,68,6,12.55,clear sky
474,Port Hardy,CA,50.6996,-127.4199,69.4,74,0,2.46,clear sky
475,Balakhta,RU,55.38,91.6,49.66,93,92,4.56,overcast clouds
476,Ville-Marie,CA,47.3335,-79.433,66.2,98,100,3.09,moderate rain
477,La Palma,US,33.8464,-118.0467,98.65,68,20,1.01,few clouds
478,Vicente Guerrero,MX,19.1194,-98.1708,58.39,64,100,7.99,overcast clouds
479,Kazachinskoye,RU,57.6953,93.2761,52.45,98,96,5.39,overcast clouds
480,Rey Bouba,CM,8.6724,14.1786,82.9,63,83,10.22,light rain
481,Nyeri,KE,-0.4201,36.9476,56.07,95,70,3.94,broken clouds
482,Port Lavaca,US,28.615,-96.6261,89.58,83,75,4.61,broken clouds
483,Katsuura,JP,35.1333,140.3,72.1,91,100,11.45,overcast clouds
484,Bam,IR,29.106,58.357,90.52,9,1,8.72,clear sky
485,Xaxim,BR,-26.9617,-52.5347,48.4,96,100,3.33,light rain
486,Impfondo,CG,1.6381,18.0667,77.25,70,74,1.05,broken clouds
487,Omsukchan,RU,62.5333,155.8,57.43,55,95,1.72,overcast clouds
488,Ngunguru,NZ,-35.6167,174.5,56.16,83,100,9.33,overcast clouds
489,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,83,75,11.36,broken clouds
490,Kuusamo,FI,65.9667,29.1833,62.64,82,0,13.8,clear sky
491,Pahrump,US,36.2083,-115.9839,100.06,14,1,5.01,clear sky
492,Constantine,DZ,36.365,6.6147,83.37,51,13,13.98,few clouds
493,Hamilton,US,39.1834,-84.5333,88.72,65,40,1.01,scattered clouds
494,Orlik,RU,52.5178,99.825,51.96,82,100,1.03,light rain
495,Ahipara,NZ,-35.1667,173.1667,58.84,88,100,11.7,overcast clouds
496,Virginia Beach,US,36.8529,-75.978,90.09,65,40,13.8,scattered clouds
497,Hobyo,SO,5.3505,48.5268,78.19,82,77,23.2,broken clouds
498,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,92.01,20,12,12.66,few clouds
499,Kontagora,NG,10.3999,5.4695,84.04,56,100,5.26,overcast clouds
500,Bogashevo,RU,56.3683,85.1447,57.04,94,0,8.95,clear sky
501,Igrim,RU,63.1906,64.4162,64.47,57,96,2.48,overcast clouds
502,Fare,PF,-16.7,-151.0167,80.29,75,99,10.87,overcast clouds
503,General Pico,AR,-35.6566,-63.7568,46.89,57,50,18.92,light rain
504,Rudnaya Pristan,RU,44.3614,135.8116,58.98,93,85,1.63,overcast clouds
505,Alferrarede,PT,39.4833,-8.1667,80.98,53,75,5.01,broken clouds
506,La Ronge,CA,55.1001,-105.2842,69.06,46,7,6.93,clear sky
507,Sarakhs,IR,36.5449,61.1577,87.12,11,0,8.86,clear sky
508,Komsomolskiy,UZ,40.4272,71.7189,83.62,20,1,4.68,clear sky
509,Chissamba,AO,-12.1667,17.3333,66.99,29,56,4.25,broken clouds
510,Ndele,CF,8.4109,20.6473,72.91,81,85,4.0,overcast clouds
511,Yazd,IR,31.8972,54.3675,87.4,9,0,5.06,clear sky
512,Sudogda,RU,55.9539,40.8629,78.1,72,83,1.25,broken clouds
513,Ngerengere,TZ,-6.75,38.1167,73.71,67,87,5.53,overcast clouds
514,Oranjemund,NA,-28.55,16.4333,56.12,77,0,3.47,clear sky
515,Katete,UG,-0.7818,29.7544,67.93,49,66,4.74,broken clouds
516,Maragogi,BR,-9.0122,-35.2225,77.68,71,86,14.52,overcast clouds
517,Kadnikov,RU,59.5022,40.338,76.15,66,75,0.94,broken clouds
518,Sobolevo,RU,54.4299,31.8996,67.39,97,95,6.91,overcast clouds
519,Itaqui,BR,-29.1253,-56.5531,51.17,62,100,13.65,overcast clouds
520,Kristinehamn,SE,59.3098,14.1081,69.04,61,79,6.69,broken clouds
521,Tual,ID,-5.6667,132.75,81.34,79,18,18.16,few clouds
522,Ottumwa,US,41.02,-92.4113,77.95,74,75,1.01,broken clouds
523,Tsiroanomandidy,MG,-18.7667,46.0333,63.43,48,3,1.97,clear sky
524,Ancud,CL,-41.8697,-73.8203,49.23,70,59,4.54,broken clouds
525,Shakhtinsk,KZ,49.71,72.5872,66.76,67,87,8.84,overcast clouds
526,Marivan,IR,35.5219,46.176,78.13,16,2,1.77,clear sky
527,Dubovskoye,RU,47.4092,42.7575,81.48,62,6,8.68,clear sky
528,Kilindoni,TZ,-7.9139,39.6668,77.29,70,8,12.97,clear sky
529,Osecina,RS,44.3731,19.6014,83.01,64,6,2.62,clear sky
530,Salalah,OM,17.0151,54.0924,80.69,94,75,9.22,broken clouds
531,Anchorage,US,61.2181,-149.9003,55.98,74,90,3.0,overcast clouds
532,Rauma,FI,61.1272,21.5113,60.84,66,64,7.87,broken clouds
533,Kuji,JP,40.1878,141.7689,63.14,97,100,1.21,overcast clouds
534,Bonavista,CA,48.6499,-53.1147,61.97,80,100,18.43,overcast clouds
535,Rosarito,MX,32.3333,-117.0333,82.98,72,30,6.02,scattered clouds
536,Bogande,BF,12.9714,-0.1436,98.13,29,2,4.97,clear sky
537,Deputatskiy,RU,69.3,139.9,55.92,77,74,2.55,light rain
538,Launceston,AU,-41.45,147.1667,38.16,97,0,1.01,clear sky
539,Natal,BR,-5.795,-35.2094,86.65,58,40,13.8,scattered clouds
540,Sorland,NO,67.667,12.6934,53.67,88,98,27.67,overcast clouds
541,Colares,PT,38.7992,-9.4469,71.33,58,20,13.8,few clouds
542,Kailahun,SL,8.2833,-10.5667,76.82,93,90,1.97,moderate rain
543,Hobe Sound,US,27.0595,-80.1364,88.93,75,40,11.5,scattered clouds
544,Finnsnes,NO,69.2296,17.9811,57.81,60,81,22.62,broken clouds
545,Ahuimanu,US,21.4447,-157.8378,78.51,71,75,8.05,light rain
546,Havre,FR,49.5833,0.3333,66.63,88,90,5.75,light rain
547,Sainte-Maxime,FR,43.3,6.6333,88.72,68,81,3.06,broken clouds
548,Blackwater,AU,-23.5833,148.8833,49.71,56,0,9.42,clear sky
549,Merauke,ID,-8.4667,140.3333,76.03,89,43,12.01,scattered clouds
550,Cascais,PT,38.6979,-9.4215,71.51,59,20,10.0,few clouds
551,Bay Saint Louis,US,30.3088,-89.33,87.89,72,75,18.41,broken clouds
552,Vestmanna,FO,62.1564,-7.1664,50.92,87,90,8.05,overcast clouds
553,Kalabo,ZM,-14.97,22.6814,67.17,27,48,2.3,scattered clouds
554,Farafangana,MG,-22.8167,47.8333,69.4,86,0,7.56,light rain
555,Dudinka,RU,69.4058,86.1778,52.2,55,92,13.06,overcast clouds
556,Kysyl-Syr,RU,63.8986,122.7617,64.9,68,91,4.41,overcast clouds
557,Muisne,EC,0.6,-80.0333,82.51,75,78,6.02,broken clouds
558,Hualmay,PE,-11.0964,-77.6139,67.15,69,86,9.51,overcast clouds
559,Sal Rei,CV,16.1833,-22.9167,79.36,69,40,17.27,scattered clouds
560,Veracruz,MX,19.3333,-96.6667,77.27,72,100,3.65,overcast clouds
561,Darnah,LY,32.767,22.6367,83.98,55,0,13.58,clear sky
562,Bandarbeyla,SO,9.4942,50.8122,77.77,82,59,28.79,broken clouds
563,Rawson,AR,-43.3002,-65.1023,47.39,58,57,13.96,broken clouds
564,Tuy Hoa,VN,13.0833,109.3,78.53,83,62,5.61,broken clouds
565,Victor Harbor,AU,-35.5667,138.6167,53.47,93,25,4.5,scattered clouds
566,Jiamusi,CN,46.8333,130.35,65.46,83,28,2.64,scattered clouds
567,Tigil,RU,57.8,158.6667,50.29,75,97,1.7,overcast clouds
568,Boliqueime,PT,37.1372,-8.1582,75.72,37,0,15.84,clear sky
569,Hvide Sande,DK,56.0045,8.1294,64.98,71,99,12.8,overcast clouds
570,Sosnogorsk,RU,63.6023,53.8817,65.5,56,59,4.23,broken clouds
571,Mpika,ZM,-11.8343,31.4529,56.77,55,16,1.88,few clouds
572,Tevaitoa,PF,-16.7833,-151.5,80.46,75,100,11.48,overcast clouds
573,Indianola,US,41.3581,-93.5574,79.88,67,55,3.36,broken clouds
574,Aykhal,RU,66.0,111.5,55.45,70,43,7.96,scattered clouds
575,Zheleznodorozhnyy,RU,55.7503,38.0042,78.98,62,37,7.56,scattered clouds
576,Reo,BF,12.3167,-2.4667,96.78,31,16,2.93,few clouds
577,Sakakah,SA,29.9697,40.2064,99.91,10,0,10.18,clear sky
578,Frutal,BR,-20.0247,-48.9406,86.09,17,0,7.7,clear sky
579,Rinconada,MX,19.35,-96.5167,80.65,64,100,4.92,overcast clouds
580,Kitimat,CA,54.0524,-128.6534,87.82,53,0,1.7,clear sky
581,Sungaipenuh,ID,-2.0833,101.3833,64.11,98,99,1.68,overcast clouds
582,Novo Oriente,BR,-5.5344,-40.7742,93.04,25,36,6.17,scattered clouds
583,Bereda,ES,43.2686,-7.5406,65.41,60,43,8.52,scattered clouds
584,Nizhniy Odes,RU,63.6445,54.856,63.73,60,53,3.87,broken clouds
585,Kolpashevo,RU,58.3131,82.9089,58.66,53,100,2.24,overcast clouds
586,Lisakovsk,KZ,52.5369,62.4936,72.18,69,28,8.34,scattered clouds
587,Ceyranbatan,AZ,40.5408,49.6597,78.51,30,0,4.7,clear sky
588,Macenta,GN,8.5435,-9.471,85.24,54,37,3.74,scattered clouds
589,San Policarpo,PH,12.1791,125.5072,81.37,78,61,4.29,broken clouds
590,Dwarka,IN,22.2394,68.9678,84.65,70,6,15.95,clear sky
591,Agua Dulce,MX,18.1333,-94.1333,89.38,70,100,3.15,overcast clouds
592,Doha,QA,25.2867,51.5333,98.91,75,0,5.75,clear sky
593,Gazojak,TM,41.1875,61.4036,92.26,17,15,10.51,few clouds
594,Ha Tinh,VN,18.3333,105.9,85.98,62,100,7.34,overcast clouds
595,Selma,US,36.5708,-119.6121,99.03,43,1,5.75,clear sky
596,Massakory,TD,12.996,15.7293,96.87,27,9,12.59,clear sky
597,Moffat,GB,55.3323,-3.4454,69.78,67,99,0.81,overcast clouds
598,Shitkino,RU,56.3703,98.3543,53.28,96,100,4.16,light rain
599,Adrar,MR,20.5022,-10.0711,110.71,6,34,8.28,scattered clouds
600,Lubango,AO,-14.9172,13.4925,61.48,29,3,7.34,clear sky
601,Kurumkan,RU,54.3,110.3,61.81,89,71,3.29,light rain
602,Svirstroy,RU,60.7999,33.7248,74.39,61,44,3.91,scattered clouds
603,Nijar,ES,36.9665,-2.206,86.88,73,0,11.5,clear sky
604,Tiznit,MA,29.5833,-9.5,78.78,42,0,9.66,clear sky
605,Pauini,BR,-7.7136,-66.9764,93.22,41,14,3.27,few clouds
606,Polson,US,47.6936,-114.1632,82.11,49,5,1.34,clear sky
607,Turkistan,KZ,43.0,68.0,83.97,14,0,14.65,clear sky
608,Clacton-On-Sea,GB,51.7897,1.156,70.79,91,77,8.99,broken clouds
609,Polunochnoye,RU,60.8697,60.4153,64.42,69,90,3.24,overcast clouds
610,Bac Lieu,VN,9.285,105.7244,82.98,76,46,10.13,scattered clouds
611,Antequera,ES,37.0194,-4.5612,88.77,16,0,16.31,clear sky
612,Carora,VE,10.1755,-70.0827,93.76,33,76,11.61,broken clouds
613,Udachnyy,RU,66.4167,112.4,58.46,65,51,7.2,broken clouds
614,Sosnovo-Ozerskoye,RU,52.5249,111.5418,61.84,66,48,6.46,scattered clouds
615,Parnarama,BR,-5.6817,-43.0933,95.09,27,9,4.88,clear sky
616,Austin,US,30.2672,-97.7431,91.33,65,40,0.0,scattered clouds
617,Vokhma,RU,58.9303,46.7586,75.69,71,62,1.72,broken clouds
618,Te Anau,NZ,-45.4167,167.7167,37.99,82,88,8.57,overcast clouds
619,Eyl,SO,7.9803,49.8164,78.71,79,38,22.41,scattered clouds
620,Nizwa,OM,22.9333,57.5333,88.86,36,47,3.13,scattered clouds
621,Livenka,RU,50.4491,38.2959,78.15,77,86,6.93,overcast clouds
622,Erenhot,CN,43.6475,111.9767,75.29,42,30,8.52,scattered clouds
623,Faya,SA,18.3851,42.4509,72.12,58,92,6.06,overcast clouds
624,Sorong,ID,-0.8833,131.25,77.34,88,63,5.93,light rain
625,Brae,GB,60.3964,-1.353,53.51,81,84,14.25,broken clouds
626,Kushiro,JP,42.975,144.3747,56.62,96,82,3.67,broken clouds
627,Mogadouro,PT,41.3403,-6.7119,68.79,25,73,13.56,broken clouds
628,Humaita,BR,-7.5061,-63.0208,95.09,41,31,0.72,scattered clouds
629,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,51.48,72,63,16.06,broken clouds
630,Kon Tum,VN,14.35,108.0,71.89,90,46,0.43,scattered clouds
631,Raipur,IN,21.2333,81.6333,89.6,58,95,4.83,overcast clouds
632,Birao,CF,10.2849,22.7882,76.59,72,98,10.89,overcast clouds
633,Quatre Cocos,MU,-20.2078,57.7625,74.08,79,16,15.88,few clouds
634,Mbanza-Ngungu,CD,-5.25,14.8667,77.94,53,46,5.7,scattered clouds
635,Vila,PT,42.0304,-8.1588,60.75,57,33,8.97,scattered clouds
636,Calvinia,ZA,-31.4707,19.776,51.85,40,2,5.59,clear sky
637,Belyy Yar,RU,53.6039,91.3903,51.69,93,0,4.47,clear sky
638,Vila Velha,BR,-20.3297,-40.2925,76.95,61,40,9.22,scattered clouds
639,Carauari,BR,-4.8828,-66.8958,92.66,44,8,3.18,clear sky
640,Varkaus,FI,62.3153,27.873,71.31,65,100,3.62,overcast clouds
641,Marathon,US,44.9,-89.7668,73.24,70,90,4.61,overcast clouds
642,Kasempa,ZM,-13.4584,25.8338,63.52,32,55,4.12,broken clouds
643,Shingu,JP,33.7333,135.9833,69.91,92,63,5.14,broken clouds
644,Sol-Iletsk,RU,51.1631,54.9918,75.79,50,76,6.24,broken clouds
645,Anamur,TR,36.0751,32.8369,87.82,55,13,9.8,few clouds
646,Sisimiut,GL,66.9395,-53.6735,41.18,96,100,4.43,light rain
647,Mackenzie,CA,55.2999,-123.1698,85.39,37,1,3.33,clear sky
648,Lincoln,US,40.8,-96.667,81.28,65,40,1.01,scattered clouds
649,Karakol,KG,42.4907,78.3936,58.33,45,5,3.2,clear sky
650,Dubovka,RU,49.0583,44.829,90.55,60,89,10.27,overcast clouds
651,Palauig,PH,15.435,119.9045,81.18,80,91,3.62,overcast clouds
652,Tawang,IN,27.5833,91.8667,57.69,98,99,1.41,overcast clouds
653,Buin,CL,-33.7333,-70.75,54.05,22,0,0.56,clear sky
654,Morgan City,US,29.6994,-91.2068,83.03,88,20,11.5,few clouds
655,Cockburn Town,TC,21.4612,-71.1419,81.45,77,4,12.5,clear sky
656,Shirokiy,RU,49.758,129.523,64.44,88,61,3.71,broken clouds
657,Anori,BR,-3.7728,-61.6442,90.72,50,42,3.47,scattered clouds
658,Mount Isa,AU,-20.7333,139.5,53.37,50,97,10.36,overcast clouds
659,Dubbo,AU,-32.25,148.6167,37.53,93,0,5.75,clear sky
660,Chum Phae,TH,16.5443,102.0992,78.42,83,98,4.05,overcast clouds
661,Wewak,PG,-3.5534,143.6268,78.87,85,68,4.27,broken clouds
662,Vidim,RU,56.4088,103.1106,51.44,77,39,2.26,scattered clouds
663,Chernyshevsk,RU,52.5243,117.0174,60.8,91,98,2.57,overcast clouds
664,Maumere,ID,-8.6199,122.2111,78.57,81,100,2.57,overcast clouds
665,Luganville,VU,-15.5333,167.1667,76.17,83,83,11.61,broken clouds
666,Sinjar,IQ,36.3209,41.8754,97.9,13,9,11.01,clear sky
667,Smrzovka,CZ,50.7382,15.2464,73.18,53,98,0.74,overcast clouds
668,Vao,NC,-22.6667,167.4833,73.35,73,96,14.38,overcast clouds
669,Qeshm,IR,26.9581,56.2719,91.27,81,0,8.25,clear sky
670,Kafue,ZM,-15.7691,28.1814,64.06,40,28,5.66,scattered clouds
671,Shumskiy,RU,54.8318,99.1328,53.78,98,100,3.4,moderate rain
672,Inongo,CD,-1.95,18.2667,77.16,55,69,1.97,broken clouds
673,Arman,RU,59.7,150.1667,54.39,81,62,3.51,broken clouds
674,Villa Maria,AR,-32.4075,-63.2402,49.82,50,6,23.49,clear sky
675,Southbridge,US,42.0751,-72.0334,88.34,73,100,12.64,overcast clouds
676,Vrangel,RU,42.7297,133.0839,59.74,94,9,5.57,clear sky
677,Deming,US,32.2687,-107.7586,85.24,28,1,13.8,clear sky
678,Megion,RU,61.0296,76.1136,57.22,54,98,5.28,overcast clouds
679,Awbari,LY,26.5921,12.7805,102.65,7,0,14.09,clear sky
680,Lipari,IT,38.4674,14.954,90.09,70,56,7.65,broken clouds
681,Ilinskiy,RU,55.619,38.1182,79.14,65,0,8.95,clear sky
682,Voloshka,RU,61.3314,40.0858,73.31,82,25,1.12,scattered clouds
683,Mbinga,TZ,-10.9333,35.0167,57.0,61,4,3.29,clear sky
684,Ranong,TH,9.9658,98.6348,79.92,84,28,7.23,scattered clouds
685,Olovyannaya,RU,50.95,115.5667,62.33,87,26,3.42,scattered clouds
686,Donskoye,RU,45.4552,41.9741,82.53,71,82,5.08,broken clouds
687,Pyapon,MM,16.2833,95.6833,80.17,88,96,6.04,overcast clouds
688,Husavik,IS,66.0449,-17.3389,53.02,66,97,7.07,overcast clouds
689,Kirtipur,NP,27.6667,85.2833,68.67,92,61,0.87,broken clouds
690,Bhadrachalam,IN,17.6667,80.8833,84.81,73,100,2.84,overcast clouds
