City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Penzance,GB,2021-06-13 16:58:06,50.1186,-5.5371,70.48,82,4,2.13
294,Labuhan,ID,2021-06-13 16:58:06,-6.8844,112.2051,78.58,84,44,6.17
295,Waingapu,ID,2021-06-13 16:58:07,-9.6567,120.2641,75.87,82,89,6.67
296,Codrington,AU,2021-06-13 16:58:07,-38.2667,141.9667,47.28,80,95,6.22
297,Minab,IR,2021-06-13 16:58:07,27.1467,57.0801,90.9,59,1,5.08
298,Aras,ES,2021-06-13 16:58:08,42.5617,-2.356,87.73,19,25,10.83
299,Ancud,CL,2021-06-13 16:58:08,-41.8697,-73.8203,49.53,64,67,11.14
300,Kalemie,CD,2021-06-13 16:58:08,-5.9475,29.1947,72.39,71,13,4.9
301,Wencheng,CN,2021-06-13 16:58:09,33.0559,113.7978,77.76,93,79,5.53
302,Smoky Lake,CA,2021-06-13 16:58:09,54.1169,-112.4686,68.76,52,25,6.91
303,Riyadh,SA,2021-06-13 16:57:19,24.6877,46.7219,100.45,8,1,19.57
304,Terrak,NO,2021-06-13 16:58:09,65.087,12.3715,50.02,70,99,8.12
305,Ulladulla,AU,2021-06-13 16:58:10,-35.35,150.4667,54.88,69,95,4.05
306,Mwinilunga,ZM,2021-06-13 16:58:10,-11.7358,24.4293,60.37,37,4,5.46
307,Gat,IL,2021-06-13 16:58:10,31.61,34.7642,80.4,20,0,13.11
308,Luau,AO,2021-06-13 16:58:11,-10.7073,22.2247,67.95,32,55,3.83
309,Namibe,AO,2021-06-13 16:58:11,-15.1961,12.1522,81.23,65,20,13.8
310,Kanigoro,ID,2021-06-13 16:58:11,-8.13,112.219,73.69,94,34,3.13
311,Aksu,CN,2021-06-13 16:58:12,41.1231,80.2644,68.05,48,95,3.33
312,Vardo,NO,2021-06-13 16:58:12,70.3705,31.1107,50.2,71,75,6.91
313,Ruteng,ID,2021-06-13 16:58:12,-8.6136,120.4721,62.62,95,85,2.64
314,Great Yarmouth,GB,2021-06-13 16:58:12,52.6083,1.7305,79.05,77,13,10.25
315,Alofi,NU,2021-06-13 16:58:13,-19.0595,-169.9187,60.69,94,50,1.14
316,Katsuura,JP,2021-06-13 16:58:13,35.1333,140.3,73.11,92,100,8.23
317,Klaksvik,FO,2021-06-13 16:58:13,62.2266,-6.589,50.92,78,100,19.08
318,Tuatapere,NZ,2021-06-13 16:58:14,-46.1333,167.6833,51.58,98,100,3.09
319,Muyezerskiy,RU,2021-06-13 16:58:14,63.9333,31.65,51.28,94,95,7.76
320,Changchun,CN,2021-06-13 16:58:14,43.88,125.3228,67.96,91,100,10.96
321,Rennes,FR,2021-06-13 16:58:15,48.1667,-1.6667,84.18,39,0,8.05
322,Steinbach,DE,2021-06-13 16:58:15,50.1667,8.5667,75.92,41,0,5.75
323,Aksarka,RU,2021-06-13 16:58:15,66.5606,67.7975,70.52,48,84,4.09
324,Buala,SB,2021-06-13 16:58:16,-8.145,159.5921,79.21,84,68,8.61
325,Ambulu,ID,2021-06-13 16:58:16,-8.345,113.6058,75.92,90,46,3.56
326,Natal,BR,2021-06-13 16:54:23,-5.795,-35.2094,88.45,48,20,13.8
327,Tenerife,CO,2021-06-13 16:58:16,9.9003,-74.859,86.61,70,97,3.4
328,Brae,GB,2021-06-13 16:58:16,60.3964,-1.353,51.71,94,100,18.05
329,Manicore,BR,2021-06-13 16:58:17,-5.8092,-61.3003,94.33,36,63,3.62
330,Vostok,RU,2021-06-13 16:58:17,46.4856,135.8833,50.31,94,12,1.81
331,Nemuro,JP,2021-06-13 16:58:18,43.3236,145.575,50.94,99,66,4.07
332,Hasaki,JP,2021-06-13 16:58:18,35.7333,140.8333,70.29,88,94,9.55
333,Morristown,US,2021-06-13 16:58:18,36.214,-83.2949,87.84,65,75,5.75
334,Natchitoches,US,2021-06-13 16:58:18,31.7668,-93.1335,93.58,70,1,5.75
335,Saldanha,ZA,2021-06-13 16:58:19,-33.0117,17.9442,59.05,87,94,5.64
336,Laibin,CN,2021-06-13 16:58:19,23.7,109.2667,78.04,91,100,6.82
337,Kunming,CN,2021-06-13 16:58:19,25.0389,102.7183,66.13,82,40,6.71
338,Cerkezkoy,TR,2021-06-13 16:58:20,41.285,28.0003,68.18,73,75,25.32
339,Geraldton,AU,2021-06-13 16:58:20,-28.7667,114.6,62.13,77,40,6.91
340,Diego De Almagro,CL,2021-06-13 16:58:20,-26.3667,-70.05,75.04,16,0,6.04
341,Arcachon,FR,2021-06-13 16:58:21,44.5875,-1.0519,94.41,31,0,10.36
342,Taft,IR,2021-06-13 16:58:21,31.7471,54.2088,96.75,10,20,0.0
343,Rocha,UY,2021-06-13 16:58:21,-34.4833,-54.3333,68.74,61,0,9.01
344,San Jeronimo,PE,2021-06-13 16:58:21,-11.9472,-75.2829,59.95,43,8,2.55
345,Chamonix-Mont-Blanc,FR,2021-06-13 16:58:22,45.9238,6.8693,83.03,62,18,5.68
346,Pacific Grove,US,2021-06-13 16:54:17,36.6177,-121.9166,74.61,84,40,1.01
347,Ierapetra,GR,2021-06-13 16:58:22,35.01,25.7353,73.58,69,62,0.81
348,Jalu,LY,2021-06-13 16:58:22,29.0331,21.5482,87.31,20,0,13.56
349,Acapulco,MX,2021-06-13 16:54:38,16.8634,-99.8901,82.27,73,99,3.4
350,Charters Towers,AU,2021-06-13 16:58:23,-20.1,146.2667,64.67,98,81,6.26
351,Ventspils,LV,2021-06-13 16:58:23,57.3894,21.5606,57.13,72,0,12.66
352,Longyearbyen,SJ,2021-06-13 16:58:23,78.2186,15.6401,33.64,64,75,17.27
353,Marawi,PH,2021-06-13 16:58:24,7.9986,124.2928,68.65,95,49,2.19
354,Jeremie,HT,2021-06-13 16:58:24,18.65,-74.1167,85.66,62,84,3.11
355,Raga,SS,2021-06-13 16:58:24,8.4596,25.678,72.36,91,100,10.4
356,Murovani Kurylivtsi,UA,2021-06-13 16:58:25,48.7235,27.5189,61.47,77,100,14.14
357,Diffa,NE,2021-06-13 16:58:25,13.3154,12.6113,102.2,20,82,5.68
358,Beyneu,KZ,2021-06-13 16:58:25,45.3167,55.2,87.57,31,99,17.43
359,Cedar City,US,2021-06-13 16:58:25,37.6775,-113.0619,85.39,3,5,7.07
360,Jiancheng,CN,2021-06-13 16:58:26,30.391,104.5491,81.0,96,90,5.91
361,Dzaoudzi,YT,2021-06-13 16:58:26,-12.7887,45.2699,78.69,65,0,13.8
362,Jadu,LY,2021-06-13 16:58:26,31.953,12.0261,78.33,24,0,17.18
363,Palu,ID,2021-06-13 16:58:27,-0.8917,119.8707,74.25,97,96,1.92
364,Chumikan,RU,2021-06-13 16:58:27,54.7183,135.315,35.17,90,70,0.58
365,Vrangel,RU,2021-06-13 16:58:27,42.7297,133.0839,59.38,94,58,5.41
366,Sioux Lookout,CA,2021-06-13 16:58:28,50.1001,-91.917,62.98,88,90,5.75
367,Skibbereen,IE,2021-06-13 16:58:28,51.55,-9.2667,71.4,82,2,9.91
368,Palana,RU,2021-06-13 16:58:28,59.1167,159.9667,41.31,80,2,4.61
369,Trairi,BR,2021-06-13 16:58:29,-3.2778,-39.2689,84.29,65,79,8.59
370,Winneba,GH,2021-06-13 16:58:29,5.3511,-0.6231,86.47,72,80,11.12
371,Porto Novo,BJ,2021-06-13 16:53:46,6.4965,2.6036,85.82,68,64,8.75
372,Tamandare,BR,2021-06-13 16:58:29,-8.7597,-35.1047,81.12,69,92,7.99
373,Rafraf,TN,2021-06-13 16:58:30,37.1904,10.1837,86.32,59,3,6.46
374,College,US,2021-06-13 16:57:37,64.8569,-147.8028,63.21,80,93,1.79
375,Bubaque,GW,2021-06-13 16:58:30,11.2833,-15.8333,81.54,81,28,19.06
376,Tautira,PF,2021-06-13 16:58:30,-17.7333,-149.15,75.22,82,70,18.01
377,Queanbeyan,AU,2021-06-13 16:58:31,-35.35,149.2333,46.62,92,90,4.61
378,Nurota,UZ,2021-06-13 16:58:31,40.5614,65.6886,82.49,13,0,16.35
379,Ugoofaaru,MV,2021-06-13 16:58:31,5.6667,73.0,82.99,74,100,17.78
380,Yashan,CN,2021-06-13 16:58:32,22.1975,109.9419,76.37,96,95,3.62
381,Ushibuka,JP,2021-06-13 16:58:32,32.1906,130.0228,72.1,90,29,5.79
382,Fortuna,US,2021-06-13 16:58:32,40.5982,-124.1573,75.47,67,20,5.99
383,Lompoc,US,2021-06-13 16:58:33,34.6391,-120.4579,78.13,100,90,10.36
384,Sao Gabriel Da Cachoeira,BR,2021-06-13 16:58:33,-0.1303,-67.0892,82.2,74,75,2.3
385,Strezhevoy,RU,2021-06-13 16:58:33,60.7333,77.5889,62.58,71,25,4.61
386,Kruisfontein,ZA,2021-06-13 16:58:34,-34.0033,24.7314,61.88,89,50,13.73
387,Yatou,CN,2021-06-13 16:58:34,37.15,122.3833,64.72,84,88,5.66
388,Kloulklubed,PW,2021-06-13 16:58:34,7.0419,134.2556,81.1,75,78,12.1
389,Muncar,ID,2021-06-13 16:58:35,-8.4333,114.3333,76.78,91,89,4.74
390,Yulara,AU,2021-06-13 16:58:35,-25.2406,130.9889,51.64,71,27,4.61
391,Andra,RU,2021-06-13 16:58:35,62.5147,65.8878,68.4,47,56,2.57
392,Berdigestyakh,RU,2021-06-13 16:58:35,62.0989,126.6992,44.6,62,19,2.8
393,Romitan,UZ,2021-06-13 16:58:36,39.9343,64.3814,78.75,27,0,6.91
394,Henderson,US,2021-06-13 16:58:01,36.0397,-114.9819,99.75,9,1,0.0
395,Amapa,BR,2021-06-13 16:58:36,1.0,-52.0,90.37,49,58,3.6
396,Cankuzo,BI,2021-06-13 16:58:36,-3.1333,30.5833,64.58,65,43,3.4
397,Dabakala,CI,2021-06-13 16:58:37,8.3667,-4.4333,89.19,53,78,8.37
398,Lagoa,PT,2021-06-13 16:58:37,39.05,-27.9833,68.2,73,2,4.25
399,Jalalabad,AF,2021-06-13 16:58:37,34.4265,70.4515,91.33,10,0,15.75
400,Portland,US,2021-06-13 16:56:34,45.5234,-122.6762,65.84,93,100,1.01
401,Oksfjord,NO,2021-06-13 16:58:38,70.2396,22.3479,48.27,87,100,5.19
402,Sibenik,HR,2021-06-13 16:58:38,43.7272,15.9058,84.54,49,14,11.59
403,Kiama,AU,2021-06-13 16:58:38,-34.6833,150.8667,56.37,69,99,3.0
404,San Patricio,US,2021-06-13 16:58:39,28.017,-97.5169,90.07,51,23,0.96
405,Benemerito De Las Americas,MX,2021-06-13 16:58:39,16.5167,-90.6439,86.4,64,100,1.97
406,Maceio,BR,2021-06-13 16:57:39,-9.6658,-35.7353,83.64,61,40,8.05
407,Palembang,ID,2021-06-13 16:58:39,-2.9167,104.7458,75.72,92,100,3.4
408,Severnyy-Kospashskiy,RU,2021-06-13 16:58:40,59.0925,57.8008,57.9,93,86,7.67
409,Roald,NO,2021-06-13 16:58:40,62.5833,6.1333,59.14,67,75,19.57
410,Katherine,AU,2021-06-13 16:58:40,-14.4667,132.2667,62.92,77,76,4.61
411,Yessentukskaya,RU,2021-06-13 16:58:41,44.0328,42.8813,64.62,93,99,1.9
412,Broome,US,2021-06-13 16:58:41,42.2506,-75.833,82.06,67,72,1.01
413,Pochinki,RU,2021-06-13 16:58:41,54.6988,44.8668,63.7,92,57,8.05
414,Atar,MR,2021-06-13 16:58:42,20.5169,-13.0499,108.91,11,54,20.69
415,Baijiantan,CN,2021-06-13 16:58:42,45.6333,85.1833,68.95,30,78,27.56
416,Kimry,RU,2021-06-13 16:58:42,56.8667,37.35,67.87,70,38,1.61
417,Petropavlovka,RU,2021-06-13 16:58:43,50.6114,105.3196,52.72,86,100,2.98
418,Nieuwpoort,BE,2021-06-13 16:58:43,51.1244,2.7735,79.57,58,0,8.05
419,Sao Desiderio,BR,2021-06-13 16:58:43,-12.3633,-44.9733,92.12,27,100,6.38
420,Agirish,RU,2021-06-13 16:58:44,61.9247,63.0231,71.42,43,81,5.77
421,Oistins,BB,2021-06-13 16:57:39,13.0667,-59.5333,87.89,55,75,23.02
422,Clyde River,CA,2021-06-13 16:58:44,70.4692,-68.5914,32.23,80,90,16.11
423,Fort Nelson,CA,2021-06-13 16:58:44,58.8053,-122.7002,60.39,55,40,4.61
424,Alihe,CN,2021-06-13 16:58:45,50.5667,123.7167,59.49,96,28,1.59
425,Nicoya,CR,2021-06-13 16:58:45,10.1483,-85.452,83.75,63,98,2.28
426,Churapcha,RU,2021-06-13 16:58:45,62.0025,132.4325,43.93,92,46,2.77
427,Rosarito,MX,2021-06-13 16:58:46,32.3333,-117.0333,80.04,67,16,7.94
428,Mecca,SA,2021-06-13 16:58:46,21.4267,39.8261,95.9,27,1,2.37
429,Los Llanos De Aridane,ES,2021-06-13 16:58:46,28.6585,-17.9182,69.55,84,20,13.8
430,Deputatskiy,RU,2021-06-13 16:58:46,69.3,139.9,49.57,72,100,3.91
431,Igbon,PH,2021-06-13 16:58:47,11.2142,123.1655,80.15,80,100,5.35
432,Egvekinot,RU,2021-06-13 16:58:47,66.3167,-179.1667,34.83,80,95,4.43
433,Varkaus,FI,2021-06-13 16:58:47,62.3153,27.873,62.31,83,100,1.34
434,Medicine Hat,CA,2021-06-13 16:58:48,50.0501,-110.6683,74.84,36,20,5.01
435,Yar-Sale,RU,2021-06-13 16:58:48,66.8333,70.8333,71.06,42,96,5.19
436,Kahului,US,2021-06-13 16:56:50,20.8947,-156.47,71.96,93,64,11.03
437,Luderitz,NA,2021-06-13 16:58:48,-26.6481,15.1594,63.46,66,37,7.85
438,Vao,NC,2021-06-13 16:58:49,-22.6667,167.4833,73.13,84,69,9.57
439,Beloha,MG,2021-06-13 16:58:49,-25.1667,45.05,67.93,66,1,6.04
440,Xinxiang,CN,2021-06-13 16:58:49,35.3089,113.8672,79.05,84,79,7.27
441,Palo Alto,US,2021-06-13 16:56:17,37.4419,-122.143,78.22,73,40,4.0
442,Talnakh,RU,2021-06-13 16:58:50,69.4865,88.3972,37.09,93,100,8.59
443,Ocos,GT,2021-06-13 16:58:50,14.5094,-92.1933,91.72,72,98,6.58
444,Zhangjiakou,CN,2021-06-13 16:58:50,40.81,114.8794,68.92,85,100,3.51
445,Jiayuguan,CN,2021-06-13 16:58:50,39.8167,98.3,65.82,46,81,6.91
446,Wilmington,US,2021-06-13 16:56:18,34.2257,-77.9447,79.95,77,82,1.01
447,Mareeba,AU,2021-06-13 16:58:51,-17.0,145.4333,69.44,96,69,1.5
448,Dickinson,US,2021-06-13 16:55:35,29.4608,-95.0513,95.16,64,1,1.99
449,Zhezkazgan,KZ,2021-06-13 16:58:51,47.8043,67.7144,66.33,47,8,18.68
450,Blackwater,AU,2021-06-13 16:58:52,-23.5833,148.8833,60.37,81,77,7.65
451,Ahipara,NZ,2021-06-13 16:58:52,-35.1667,173.1667,61.63,95,91,8.05
452,Honiara,SB,2021-06-13 16:58:52,-9.4333,159.95,77.14,88,62,5.55
453,Fenelon Falls,CA,2021-06-13 16:58:53,44.5334,-78.7496,79.81,79,83,7.16
454,Camacha,PT,2021-06-13 16:58:53,33.0833,-16.3333,71.53,73,40,14.97
455,Padang,ID,2021-06-13 16:57:32,-0.9492,100.3543,79.81,81,58,3.4
456,Tornio,FI,2021-06-13 16:58:53,65.8481,24.1466,60.82,50,51,16.55
457,Bara,NG,2021-06-13 16:58:54,10.3744,10.7288,91.18,44,89,3.87
458,Jacareacanga,BR,2021-06-13 16:58:54,-6.2222,-57.7528,95.85,31,7,3.22
459,Seymchan,RU,2021-06-13 16:58:54,62.8833,152.4333,55.56,49,94,3.22
460,Laguna,US,2021-06-13 16:58:54,38.421,-121.4238,81.25,63,1,3.0
461,Okha,RU,2021-06-13 16:58:55,53.5739,142.9478,39.76,82,100,10.2
462,Dalvik,IS,2021-06-13 16:58:55,65.9702,-18.5286,37.33,91,100,10.56
463,Ouadda,CF,2021-06-13 16:58:56,8.0777,22.4007,74.48,82,100,4.14
464,Port Macquarie,AU,2021-06-13 16:58:56,-31.4333,152.9167,48.38,75,91,4.7
465,Ivaipora,BR,2021-06-13 16:58:56,-24.2478,-51.6847,67.08,50,0,4.45
466,Marneuli,GE,2021-06-13 16:58:57,41.4759,44.8089,68.74,82,100,2.77
467,Hovd,MN,2021-06-13 16:58:57,48.0056,91.6419,58.28,41,72,3.09
468,Bima,ID,2021-06-13 16:58:57,-8.4667,118.7167,74.14,95,25,4.14
469,Along,IN,2021-06-13 16:58:58,28.1667,94.7667,75.87,97,72,2.42
470,Loiza,PR,2021-06-13 16:58:58,18.4313,-65.8802,91.2,78,45,14.76
471,Guerrero Negro,MX,2021-06-13 16:58:58,27.9769,-114.0611,70.11,65,36,12.17
472,Havoysund,NO,2021-06-13 16:58:58,70.9963,24.6622,46.63,93,100,23.24
473,Gwadar,PK,2021-06-13 16:58:59,25.1216,62.3254,83.46,86,3,13.98
474,Hirara,JP,2021-06-13 16:58:59,24.8,125.2833,82.83,84,100,17.31
475,Nuuk,GL,2021-06-13 16:58:59,64.1835,-51.7216,40.87,75,53,4.0
476,Kaka,TM,2021-06-13 16:59:00,37.3482,59.6143,93.04,15,0,8.77
477,Mayumba,GA,2021-06-13 16:59:00,-3.432,10.6554,77.61,83,93,6.6
478,Baruun-Urt,MN,2021-06-13 16:59:00,46.6806,113.2792,61.54,72,100,20.65
479,South Bend,US,2021-06-13 16:55:29,41.6834,-86.25,84.72,39,0,12.46
480,Quirinopolis,BR,2021-06-13 16:58:07,-18.4483,-50.4517,82.27,34,36,4.21
481,Bambous Virieux,MU,2021-06-13 16:55:07,-20.3428,57.7575,75.45,69,75,16.11
482,Hemnesberget,NO,2021-06-13 16:59:01,66.2333,13.6333,50.52,93,100,7.78
483,Onega,RU,2021-06-13 16:59:01,63.9061,38.1404,67.19,64,98,8.68
484,Saint-Georges,GD,2021-06-13 16:59:01,12.0564,-61.7485,85.68,70,75,18.41
485,Novaya Ladoga,RU,2021-06-13 16:59:02,60.1025,32.3019,63.0,95,99,8.61
486,Svetlaya,RU,2021-06-13 16:59:02,46.5389,138.3297,48.79,96,100,6.87
487,Calabozo,VE,2021-06-13 16:59:03,8.9242,-67.4293,87.04,53,44,6.87
488,Verkh-Usugli,RU,2021-06-13 16:59:03,52.7,115.1667,52.75,97,100,2.37
489,Andenes,NO,2021-06-13 16:59:03,69.3143,16.1194,46.38,76,75,19.57
490,Grand Gaube,MU,2021-06-13 16:59:04,-20.0064,57.6608,75.6,82,21,5.99
491,Irituia,BR,2021-06-13 16:59:04,-1.7711,-47.4381,90.52,51,16,4.76
492,Iberia,US,2021-06-13 16:59:04,29.9502,-91.7507,92.08,63,6,8.01
493,Srednekolymsk,RU,2021-06-13 16:59:05,67.45,153.6833,62.44,36,97,5.06
494,Aykhal,RU,2021-06-13 16:59:05,66.0,111.5,42.17,88,100,12.91
495,Muravlenko,RU,2021-06-13 16:59:05,63.7898,74.523,67.46,62,72,12.12
496,Bagdarin,RU,2021-06-13 16:59:06,54.4333,113.6,49.62,96,100,1.57
497,Cockburn Town,TC,2021-06-13 16:59:06,21.4612,-71.1419,84.16,70,20,17.27
498,Iskitim,RU,2021-06-13 16:59:06,54.6366,83.3045,59.25,99,98,6.8
499,Mount Darwin,ZW,2021-06-13 16:59:07,-16.7725,31.5838,58.89,40,0,3.4
500,Poltavka,RU,2021-06-13 16:59:07,54.3663,71.7632,64.63,66,33,9.24
501,Aldan,RU,2021-06-13 16:59:07,58.6031,125.3894,41.5,83,96,3.38
502,Guarapari,BR,2021-06-13 16:59:07,-20.6667,-40.4975,76.91,67,82,14.36
503,Inta,RU,2021-06-13 16:59:08,66.0317,60.1659,65.34,65,23,11.52
504,Avera,US,2021-06-13 16:59:08,33.194,-82.5271,80.91,65,96,8.48
505,Luanda,AO,2021-06-13 16:59:08,-8.8368,13.2343,76.28,81,21,14.03
506,Stettler,CA,2021-06-13 16:59:09,52.3168,-112.7186,69.55,49,27,13.8
507,Manzanillo,CU,2021-06-13 16:59:09,20.3433,-77.1167,85.82,61,100,2.37
508,Brokopondo,SR,2021-06-13 16:59:09,4.75,-55.1667,83.91,65,37,1.77
509,Tomatlan,MX,2021-06-13 16:59:10,19.9333,-105.25,84.34,56,100,7.38
510,Jambi,ID,2021-06-13 16:59:10,-1.6,103.6167,76.3,91,84,3.29
511,Yarim,YE,2021-06-13 16:59:10,14.298,44.3779,67.44,29,74,2.57
512,Zabid,YE,2021-06-13 16:59:11,14.1951,43.3152,95.41,35,86,1.01
513,Carbonia,IT,2021-06-13 16:59:11,39.1672,8.5222,81.84,44,8,9.51
514,Bharatpur,IN,2021-06-13 16:59:11,27.2167,77.4833,98.44,27,1,8.05
515,Comodoro Rivadavia,AR,2021-06-13 16:58:11,-45.8667,-67.5,49.86,46,20,12.66
516,Sobolevo,RU,2021-06-13 16:59:12,54.4299,31.8996,64.71,88,86,4.18
517,Sirjan,IR,2021-06-13 16:59:12,29.452,55.6814,91.94,9,42,17.02
518,Minas,UY,2021-06-13 16:59:12,-34.3759,-55.2377,68.47,67,0,11.77
519,Cascais,PT,2021-06-13 16:59:02,38.6979,-9.4215,79.95,62,20,4.0
520,Singaraja,ID,2021-06-13 16:59:13,-8.112,115.0882,79.72,83,74,3.06
521,Wajima,JP,2021-06-13 16:59:13,37.4,136.9,66.67,92,100,7.63
522,Alipur Chatha,PK,2021-06-13 16:59:14,32.2688,73.819,84.45,56,24,7.29
523,Ballinrobe,IE,2021-06-13 16:59:14,53.6333,-9.2333,56.75,88,78,13.18
524,Port Hedland,AU,2021-06-13 16:59:14,-20.3167,118.5667,64.45,88,29,0.0
525,Kamenka,RU,2021-06-13 16:59:15,51.3223,42.7678,66.29,83,82,3.58
526,Coos Bay,US,2021-06-13 16:59:15,43.3665,-124.2179,67.86,95,90,5.75
527,Severomuysk,RU,2021-06-13 16:59:15,56.1481,113.4267,40.73,95,100,3.09
528,Lunglei,IN,2021-06-13 16:59:16,22.8833,92.7333,69.31,96,63,2.21
529,Gradistea,RO,2021-06-13 16:59:16,44.2333,27.2167,59.77,86,98,8.7
530,Gornoye Loo,RU,2021-06-13 16:59:16,43.7129,39.6049,67.78,84,3,2.1
531,Moose Factory,CA,2021-06-13 16:59:17,51.2585,-80.6094,59.0,58,90,5.75
532,Teya,RU,2021-06-13 16:59:17,60.3778,92.6267,40.89,83,21,4.56
533,Westport,US,2021-06-13 16:57:20,41.1415,-73.3579,80.74,69,40,1.01
534,Pauini,BR,2021-06-13 16:59:17,-7.7136,-66.9764,89.65,43,9,2.55
535,Erenhot,CN,2021-06-13 16:59:18,43.6475,111.9767,69.48,57,100,12.64
536,Sarankhola,BD,2021-06-13 16:59:18,22.3082,89.7897,80.87,91,98,5.41
537,Banda Aceh,ID,2021-06-13 16:59:18,5.5577,95.3222,80.42,79,75,7.36
538,Iskateley,RU,2021-06-13 16:59:19,67.6803,53.1512,74.77,32,88,6.71
539,Wiang Sa,TH,2021-06-13 16:59:19,8.6359,99.3666,76.17,91,98,1.05
540,Hofn,IS,2021-06-13 16:59:19,64.2539,-15.2082,37.42,81,90,33.38
541,Tipperary,IE,2021-06-13 16:59:19,52.4733,-8.1558,74.55,78,53,7.61
542,Bereda,ES,2021-06-13 16:59:20,43.2686,-7.5406,74.95,98,93,7.72
543,Lethem,GY,2021-06-13 16:59:20,3.3803,-59.7968,88.56,55,11,6.06
544,Vanavara,RU,2021-06-13 16:59:20,60.34,102.2797,46.87,97,100,8.57
545,Mangaluru,IN,2021-06-13 16:58:36,12.8667,74.8833,74.26,94,90,3.44
546,Dolores,AR,2021-06-13 16:59:21,-36.3132,-57.6792,68.18,53,0,13.78
547,Yilan,TW,2021-06-13 16:59:21,24.757,121.753,85.86,99,89,3.15
548,Marzuq,YE,2021-06-13 16:59:22,14.4,46.4667,83.8,19,74,2.62
549,Cap-Aux-Meules,CA,2021-06-13 16:59:22,47.3821,-61.8597,53.65,82,40,12.66
550,Bucerias,MX,2021-06-13 16:59:22,20.75,-105.3333,85.98,63,96,3.02
551,Torrevieja,ES,2021-06-13 16:59:23,37.9787,-0.6822,87.51,61,20,5.99
552,Asau,RO,2021-06-13 16:59:23,46.4333,26.4,61.39,65,88,4.25
553,Tacuarembo,UY,2021-06-13 16:59:23,-31.7333,-55.9833,69.94,48,0,8.14
554,Kondinskoye,RU,2021-06-13 16:59:23,59.6481,67.41,67.46,53,100,7.49
555,Vidalia,US,2021-06-13 16:59:24,32.2177,-82.4135,82.71,74,90,8.05
556,Karakol,KG,2021-06-13 16:59:24,42.4907,78.3936,49.1,71,83,3.44
557,Houma,US,2021-06-13 16:55:15,29.5958,-90.7195,93.99,65,40,8.05
558,Acari,PE,2021-06-13 16:59:25,-15.4311,-74.6158,75.81,51,37,7.52
559,Staicele,LV,2021-06-13 16:59:25,57.8364,24.75,60.39,63,97,10.87
560,Oyotun,PE,2021-06-13 16:59:25,-6.8519,-79.3036,69.39,62,73,5.79
561,Khash,IR,2021-06-13 16:59:26,28.2211,61.2158,89.67,10,0,13.96
562,Derzhavinsk,KZ,2021-06-13 16:59:26,51.1,66.3167,67.41,44,44,8.01
563,Tahoua,NE,2021-06-13 16:59:26,14.8888,5.2692,105.12,16,96,1.66
564,Bila Krynytsya,UA,2021-06-13 16:56:16,50.6398,29.4704,64.63,84,100,4.23
565,Magrath,CA,2021-06-13 16:59:27,49.4167,-112.8686,70.32,42,73,11.5
566,Marovoay,MG,2021-06-13 16:59:27,-16.1,46.6333,77.14,80,83,5.44
567,Bom Jesus,BR,2021-06-13 16:59:27,-9.0744,-44.3586,98.94,23,73,2.37
568,Dalbandin,PK,2021-06-13 16:59:28,28.8947,64.4101,96.73,4,0,7.67
